Name	logFC	logCPM	PValue	FDR
c111904_g1_i1	-0.653577338546717	4.20012655845774	0.668939498986315	0.956869692711838
c112683_g1_i1	-1.03616173297297	5.25408602045173	0.227312174159818	0.738232219007324
c116085_g1_i1	-0.21104419009886	2.58957314093311	0.898829081599879	0.989368574594717
c122633_g1_i1	0.0486691267597405	5.61710258697179	0.892524836832762	0.989334886596751
c122633_g2_i1	-0.0497052861503722	9.24870162581109	0.850185620276893	0.981168658518231
c124615_g1_i1	-0.334031171369225	4.38392933742362	0.821342248795804	0.98033161462985
c129710_g1_i1	-0.686607045566884	3.44710732976718	0.654052889487664	0.955301565192947
c135319_g1_i1	-0.29842472021033	7.04872714059787	0.346949879118151	0.842326181180923
c141805_g1_i1	-0.961998026692348	3.19769070263603	0.474000726073864	0.906682063738669
c144240_g1_i1	0.320700812375747	4.76382154890961	0.579380257847891	0.942642852448225
c144865_g1_i3	-1.4698091966385	3.96535016253085	0.415142494886615	0.878345083757491
c145480_g1_i1	-0.305309459374086	6.7793432164355	0.217269843234198	0.722022322119146
c145506_g1_i1	0.348646300791177	7.43793791237157	0.130410531310646	0.570246886507499
c146021_g1_i1	-0.457535017326646	4.71430349269165	0.76734675567053	0.973575584104399
c146107_g1_i1	-8.02686403339832	5.39869061266545	4.38000536712669e-35	3.47084139592168e-32
c14646_g1_i1	-0.922552083755589	2.74507906743171	0.525869665224804	0.930632385113357
c147517_g1_i1	-2.88637811404864	4.33718924995951	0.105913776059527	0.51176281864303
c147586_g1_i1	-0.00526873872453531	7.08545538144991	0.97978047305682	0.997695586009544
c147682_g1_i1	-0.438222526228543	3.89321777040533	0.756682436854233	0.97201707440226
c149224_g1_i1	0.392815808979494	10.8222253156022	0.149422733230865	0.610823561101081
c149316_g1_i1	-0.106194386377281	6.57281823341896	0.670623966535806	0.956869692711838
c149752_g1_i1	0.0540023722581899	7.09352983140696	0.808147616424284	0.977708795704581
c150640_g1_i1	1.13642569949684	4.13750335183248	0.333726100797802	0.836412529264678
c150640_g2_i1	0.928828968921283	5.53573182149825	0.414263707452775	0.878345083757491
c153721_g1_i1	-0.971821427775061	2.83898118023993	0.551722651501598	0.939643712048393
c154217_g1_i1	-0.0652791283826716	2.96538350643217	0.968711749959115	0.997695586009544
c16042_g1_i1	-0.570478384162005	4.07439982898527	0.685482080822463	0.959467348554681
c164048_g1_i1	-4.29226606246145	6.74261294488937	1.54127770754344e-06	8.77966070996734e-05
c164908_g1_i2	0.179992389839853	2.63964315709514	0.92770055090713	0.992911564004925
c165164_g1_i1	-1.66350952409009	4.81248386941042	0.370901893773339	0.855109228911351
c166209_g1_i1	-0.180884971803331	6.85111460718972	0.565645711480686	0.942577248630046
c166355_g1_i1	-0.369070438693037	4.13716150998107	0.781556860675546	0.976783458128314
c166386_g1_i1	0.754101294063063	8.73090943134942	0.0123138751761704	0.13968316074073
c169433_g1_i3	0.75219868960024	2.6676541779273	0.643431141494276	0.954295455774338
c170953_g1_i1	-0.449994917821504	3.20735401623905	0.768965896564609	0.97387498754054
c172385_g1_i1	0.567611826285179	7.32522338246587	0.0213125363259973	0.209824783976454
c172466_g1_i1	0.00399932761007617	5.58998177974084	0.992358627370945	0.999916357770856
c173817_g1_i1	0.230312453157571	5.81690712782579	0.544450707862799	0.936668086735874
c174309_g1_i1	-3.16055045829356	6.43216848334465	5.00015200142201e-05	0.00170061429122158
c175047_g1_i1	-0.181688665825098	8.96105873417203	0.601438592785093	0.946453732044524
c175173_g1_i1	-3.73772761415529	5.5938631380168	2.05488914588502e-06	0.000110664758176934
c180528_g1_i2	0.224773962894985	8.92628807512333	0.388712054334213	0.8670468813636
c184859_g1_i1	-0.71599354502033	3.09795718363498	0.598503306571941	0.945350921930615
c187295_g1_i2	0.348018585947461	4.08561988501384	0.79226531024511	0.977219610867339
c188204_g1_i1	-1.01105710971218	4.867747987493	0.463500136492342	0.904411090004983
c188974_g1_i1	-0.46029403958572	4.42080470547579	0.738527766281246	0.968123614831921
c189368_g1_i1	-0.490726798604605	2.8336764080387	0.752922679657339	0.97106037622841
c189652_g1_i1	-0.18219223974201	3.69154214222545	0.905130464112055	0.989938113346074
c190746_g1_i1	0.0870854664368304	6.65673751145605	0.742421325275742	0.968123614831921
c191465_g1_i1	-1.02497099931245	7.52620356310015	0.402170918674391	0.874980901102144
c191474_g1_i2	-0.0955195129876785	6.75126631784682	0.70713528526546	0.96613332810697
c191827_g1_i1	-0.732826208327435	4.46629249454127	0.630275185303202	0.95303270797434
c192336_g1_i1	-0.135750301758	6.42085892823594	0.623172069467244	0.950120039329702
c192337_g1_i2	1.02653890725508	6.48625568910003	0.333993394860662	0.836412529264678
c192341_g1_i1	0.0553997713639735	7.50768997842691	0.831630035649982	0.98033161462985
c192407_g1_i1	0.30623275887201	10.2481194172764	0.266736940991362	0.78114867158876
c194939_g1_i1	-0.191566554697282	5.89549685872414	0.547122575171516	0.938431949436116
c196419_g1_i1	0.0258865884481074	3.86603191092925	0.970856988313149	0.997695586009544
c196997_g1_i1	-0.0310317439092317	5.99885121202514	0.923044656860005	0.992911564004925
c197180_g1_i1	0.0332534106602682	3.32369493740346	0.98686526376664	0.998650362464661
c197288_g1_i1	-0.601691999760193	6.01547435364876	0.0858801584197612	0.464758281711625
c197505_g1_i1	2.04350042783471	4.4726379155241	0.0259855975507049	0.240236849356267
c197532_g1_i1	0.055954166578749	5.49945329408648	0.893658125280451	0.989334886596751
c198283_g1_i1	-0.364062948844135	5.63939047631781	0.329993945144424	0.834720001190332
c198481_g1_i1	0.468184656476359	7.83553809894809	0.635911394352747	0.954157513682824
c198563_g1_i1	0.229944171451755	8.33323967371334	0.404252444226071	0.875316356904238
c199133_g1_i1	-0.454862880423536	7.88057796996332	0.0545900722084885	0.367935760073494
c199416_g1_i2	0.271333331814335	4.94982407348584	0.597500015614431	0.945350921930615
c199594_g2_i2	-3.92068917969017	3.6415904503341	0.00483240843935244	0.0711017761620371
c199700_g1_i1	-0.484321537940705	4.66746781065451	0.807519356431282	0.977708795704581
c199748_g2_i1	0.629997057873524	4.56510613275173	0.650743126515695	0.955301565192947
c200561_g1_i1	0.64516871149042	4.9102584164621	0.286283036730294	0.796179925021162
c200705_g1_i3	-7.3441511342764	4.16094608320518	1.40374067706037e-05	0.000608324182472959
c200849_g1_i1	-0.117189684328617	9.80408204680126	0.662514755373001	0.955301565192947
c201264_g1_i1	0.00981949522427415	8.56816491317548	0.971536306748294	0.997695586009544
c201350_g3_i1	-6.74511003294036	2.42292308116274	1.23517314906173e-05	0.000539488618727984
c201683_g1_i2	-6.53138310854386	4.29814290270693	2.33509121512553e-06	0.000124545682406743
c202327_g1_i2	-2.95624792597915	5.60026959275228	6.31725015960669e-05	0.00203731317647316
c202530_g1_i2	-0.473375446324004	5.01386577519959	0.621924672375069	0.950120039329702
c202978_g1_i1	2.46065965596476	3.54789845813688	0.0133228928099278	0.1481003735805
c203396_g1_i2	-4.66954080632934	3.74885356564499	0.00145431905687132	0.0269802936737966
c204812_g1_i1	-0.841024157720348	3.03239315533818	0.558431809670065	0.940335327691928
c206549_g1_i2	-0.398137258739706	5.66986360813803	0.403631492397833	0.875105604232864
c206661_g1_i3	-6.35541669364457	6.00727348043042	1.39599933060557e-12	1.9855405863767e-10
c208521_g1_i1	-0.288027669265858	6.18471064823765	0.318024636259337	0.825693162057563
c209078_g1_i1	-0.132076739683581	4.92892325854963	0.811212644047943	0.978622339322789
c209345_g1_i1	0.456044305446553	3.71903648211999	0.785398669416195	0.976783458128314
c210856_g1_i3	0.542281025832958	4.37163268732163	0.355883862381179	0.846354577456897
c210961_g2_i1	-0.33341274729296	5.50037835442322	0.669839749163345	0.956869692711838
c210992_g1_i1	-0.469046310219157	4.78772930832438	0.387674739623542	0.866649088708414
c211067_g2_i2	-3.24417637153822	2.61787115410065	0.0597063279341552	0.381556452823455
c211122_g1_i1	0.867211957161147	6.19198785907773	0.429073245009925	0.886796930183445
c211699_g3_i1	-0.0483716119877404	3.63393010975413	0.974550495885939	0.997695586009544
c211755_g1_i1	-0.573688862034981	3.87205307804762	0.689460492947332	0.960781688355183
c211908_g1_i2	0.260896271434384	5.69046936478271	0.474300073300604	0.906682063738669
c211935_g1_i1	-0.184066078320046	7.2207918422692	0.402078842308016	0.874980901102144
c212047_g1_i2	0.38619426967332	6.65664972147582	0.128678538721892	0.567392570978008
c212048_g1_i1	-0.422389735162699	3.23955498212257	0.746627845284329	0.970162521035248
c212076_g1_i1	-0.0878567623365448	7.26706937227769	0.775177728711721	0.976320476555388
c212079_g1_i2	0.169120554837838	8.28518260638943	0.51300777962003	0.923612670656729
c212174_g1_i1	-0.114695677593181	8.63437921470342	0.648408311522068	0.955301565192947
c212244_g1_i1	-0.111508362449635	8.25859102377506	0.642800193270804	0.954157513682824
c212296_g1_i1	-0.460660118526297	8.11261646668735	0.137779446876541	0.58604300195485
c212300_g1_i1	-0.249549698017932	6.9951118043084	0.275693708877721	0.787592881443042
c212433_g1_i1	-0.0941062971003609	8.39504850121535	0.717414044156833	0.966969728586083
c212450_g1_i2	8.5372650398207	5.50215247370651	7.04938686504253e-07	4.25032053699901e-05
c212453_g1_i2	-0.226987553256152	5.90505009120897	0.496652481644451	0.915876740083917
c212564_g1_i1	0.196418389124618	7.34554325868998	0.403130769041685	0.875031302649722
c212582_g1_i1	-0.306840962449406	8.01038048476899	0.220195696941622	0.725743036800463
c212604_g1_i1	0.525142113563716	5.39544309091821	0.209361645332898	0.713785523455184
c212993_g1_i1	0.187147506550521	7.53771390009504	0.430732179294074	0.887120456678613
c213142_g1_i1	-0.263835319434249	6.80770582900575	0.454829529822323	0.900316169127096
c213832_g1_i4	-3.01450818926908	3.72933590800018	0.0946720565072292	0.485665789915643
c213861_g1_i1	9.03855042120714	3.17943420820119	4.77423060836991e-05	0.00164010070128862
c213979_g1_i1	0.467222990703639	4.39313979053779	0.500766907632491	0.916518015552664
c214251_g2_i1	0.262765085198383	6.37819470157787	0.838133419385643	0.98033161462985
c214281_g1_i2	-8.16785588792878	4.3664827678656	3.55323676743077e-16	7.29992753664389e-14
c214697_g1_i2	0.879907459588092	9.06128113523222	0.0307761023232521	0.264674479979968
c214966_g1_i1	-0.357842449321986	5.75503930104017	0.271590407903503	0.787101354566734
c215255_g1_i1	0.0403269606729121	4.76104685962456	0.944603375537735	0.996973765415427
